"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"1227",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3612,34,NA,"C0","790 OLMSTEAD AVENUE"," ",10473,"3","                  -  ","3","2,834","3,720",1930,1,"C0"," $570,064 ","2/16/2016",570064,3720,2834,0
"1229",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3678,74,NA,"C0","2011 LAFAYETTE AVENUE"," ",10473,"3","                  -  ","3","1,967","2,960",1965,1,"C0"," $388,000 ","6/22/2016",388000,2960,1967,0
"1230",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3687,22,NA,"C0","2138 QUIMBY AVENUE"," ",10473,"3","                  -  ","3","5,124","3,050",1899,1,"C0"," $195,000 ","10/12/2016",195000,3050,5124,0
"1232",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3699,33,NA,"C0","2350 QUIMBY AVE"," ",10473,"3","                  -  ","3","2,918","2,415",1915,1,"C0"," $275,000 ","2/11/2016",275000,2415,2918,0
"1234",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3787,13,NA,"C0","1936 CHATTERTON AVENUE"," ",10472,"3","                  -  ","3","2,575","3,219",2008,1,"C0"," $746,000 ","12/21/2016",746000,3219,2575,0
"1235",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3790,73,NA,"C0","1933 WATSON AVENUE"," ",10472,"3","                  -  ","3","2,575","2,156",1930,1,"C0"," $535,000 ","2/8/2016",535000,2156,2575,0
"1238",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3793,27,NA,"C0","1960 ELLIS AVE"," ",10472,"3","                  -  ","3","2,506","2,836",1930,1,"C0"," $600,000 ","2/4/2016",6e+05,2836,2506,0
"1242",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3806,52,NA,"C0","2167 BRUCKNER BLVD"," ",10472,"3","                  -  ","3","2,673","2,469",1901,1,"C0"," $300,000 ","1/18/2017",3e+05,2469,2673,0
"1243",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3816,65,NA,"C0","2241 CHATTERTON AVE"," ",10472,"3","                  -  ","3","2,575","3,352",1901,1,"C0"," $350,000 ","5/31/2016",350000,3352,2575,0
"1278",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5624,2,NA,"A9","86 ROCHELLE STREET"," ",10464,"1","                  -  ","1","5,515","1,400",1950,1,"A9"," $800,000 ","6/8/2016",8e+05,1400,5515,0
"1279",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5624,4,NA,"A9","2 ROCHELLE STREET"," ",10464,"1","                  -  ","1","5,800","1,400",1970,1,"A9"," $899,000 ","5/25/2016",899000,1400,5800,0
"1280",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5625,1,NA,"A1","90 HORTON STREET"," ",10464,"1","                  -  ","1","5,601","2,324",1910,1,"A1"," $1,030,000 ","9/14/2016",1030000,2324,5601,0
"1281",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5625,357,NA,"A6","81 ROCHELLE STREET"," ",10464,"1","                  -  ","1","9,650","600",1935,1,"A6"," $290,000 ","11/8/2016",290000,600,9650,0
"1282",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5626,156,NA,"A1","89 REYNOLD STREET"," ",10464,"1","                  -  ","1","4,750","1,578",1925,1,"A1"," $512,000 ","11/29/2016",512000,1578,4750,0
"1283",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5626,162,NA,"A2","71 REYNOLDS STREET"," ",10464,"1","                  -  ","1","4,750","2,800",1950,1,"A2"," $300,000 ","2/19/2016",3e+05,2800,4750,0
"1284",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5626,255,NA,"A1","30 EARLEY STREET"," ",10464,"1","                  -  ","1","5,700","2,206",1980,1,"A1"," $950,000 ","4/21/2016",950000,2206,5700,0
"1287",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5626,372,NA,"A2","85 WINTERS STREET"," ",10464,"1","                  -  ","1","4,821","2,100",1940,1,"A2"," $522,500 ","11/29/2016",522500,2100,4821,0
"1288",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5627,101,NA,"S1","239 CITY ISLAND AVENUE"," ",10464,"1","1","2","2,196","2,552",1900,1,"S1"," $210,000 ","3/3/2016",210000,2552,2196,0
"1289",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5629,30,NA,"A2","48 FORDHAM STREET"," ",10464,"1","                  -  ","1","2,504","1,026",1925,1,"A2"," $367,000 ","3/18/2016",367000,1026,2504,0
"1290",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5629,218,NA,"A5","96 HAWKINS STREET"," ",10464,"1","                  -  ","1","2,513","1,782",1965,1,"A5"," $475,000 ","6/1/2016",475000,1782,2513,0
"1291",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5630,50,NA,"A1","93 HAWKINS STREET"," ",10464,"1","                  -  ","1","5,000","1,738",1920,1,"A1"," $450,000 ","2/8/2016",450000,1738,5000,0
"1292",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5632,100,NA,"A2","60 TIER STREET"," ",10464,"1","                  -  ","1","1,800","636",1940,1,"A2"," $299,000 ","10/11/2016",299000,636,1800,0
"1293",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5633,162,NA,"A2","75 TIER STREET"," ",10464,"1","                  -  ","1","4,378","1,176",1950,1,"A2"," $299,999 ","5/20/2016",299999,1176,4378,0
"1294",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5634,71,NA,"A2","75 DITMARS STREET"," ",10464,"1","                  -  ","1","7,500","1,944",1965,1,"A2"," $914,000 ","10/24/2016",914000,1944,7500,0
"1295",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5635,103,NA,"A6","569 MINNIEFORD AVENUE"," ",10464,"1","                  -  ","1","2,500","784",1950,1,"A6"," $205,000 ","8/18/2016",205000,784,2500,0
"1296",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5639,20,NA,"A2","162 MARINE STREET"," ",10464,"1","                  -  ","1","2,502","780",1920,1,"A2"," $180,000 ","4/4/2016",180000,780,2502,0
"1298",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5641,322,NA,"A1","176 SCHOFIELD STREET"," ",10464,"1","                  -  ","1","5,000","1,827",1925,1,"A1"," $565,000 ","12/22/2016",565000,1827,5000,0
"1299",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5642,112,NA,"A1","179 SCHOFIELD STREET"," ",10464,"1","                  -  ","1","6,136","1,832",1925,1,"A1"," $375,000 ","7/26/2016",375000,1832,6136,0
"1301",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5643,188,NA,"A5","277 FORDHAM PLACE"," ",10464,"1","                  -  ","1","2,570","1,791",1970,1,"A5"," $372,500 ","2/23/2016",372500,1791,2570,0
"1302",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5644,180,NA,"A2","164 DITMARS STREET"," ",10464,"1","                  -  ","1","5,225","1,040",1925,1,"A2"," $500,000 ","9/7/2016",5e+05,1040,5225,0
"1303",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5644,271,NA,"A2","314 KING AVE"," ",10464,"1","                  -  ","1","2,600","700",1925,1,"A2"," $397,000 ","12/13/2016",397000,700,2600,0
"1304",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5644,272,NA,"A2","316 KING AVENUE"," ",10464,"1","                  -  ","1","2,600","844",1925,1,"A2"," $330,000 ","7/12/2016",330000,844,2600,0
"1307",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5645,151,NA,"A2","205 KIRBY STREET"," ",10464,"1","                  -  ","1","3,600","1,323",1950,1,"A2"," $415,000 ","12/27/2016",415000,1323,3600,0
"1308",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5645,293,NA,"A1","229 DITMARS STREET"," ",10464,"1","                  -  ","1","2,467","2,142",1970,1,"A1"," $315,000 ","2/29/2016",315000,2142,2467,0
"1309",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5646,27,NA,"A1","469 MINNIEFORD AVENUE"," ",10464,"1","                  -  ","1","5,000","1,331",1930,1,"A1"," $530,000 ","6/22/2016",530000,1331,5000,0
"1310",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5646,32,NA,"A2","461D MINNIEFORD AVENUE"," ",10464,"1","                  -  ","1","1,470","589",1925,1,"A2"," $157,261 ","6/6/2016",157261,589,1470,0
"1311",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5646,95,NA,"A1","453 KING AVENUE"," ",10464,"1","                  -  ","1","5,000","2,527",1920,1,"A1"," $425,000 ","10/11/2016",425000,2527,5000,0
"1313",2,"CITY ISLAND","02 TWO FAMILY DWELLINGS                    ","1",5625,134,NA,"B1","54 MARINE STREET"," ",10464,"2","                  -  ","2","2,698","1,940",1945,1,"B1"," $650,000 ","3/24/2016",650000,1940,2698,0
"1314",2,"CITY ISLAND","02 TWO FAMILY DWELLINGS                    ","1",5626,248,NA,"B1","3 PELL PLACE"," ",10464,"2","                  -  ","2","7,125","3,440",1984,1,"B1"," $940,000 ","8/3/2016",940000,3440,7125,0
"1315",2,"CITY ISLAND","02 TWO FAMILY DWELLINGS                    ","1",5629,24,NA,"B2","36 FORDHAM STREET"," ",10464,"2","                  -  ","2","4,116","1,800",1925,1,"B2"," $570,000 ","2/29/2016",570000,1800,4116,0
"1316",2,"CITY ISLAND","02 TWO FAMILY DWELLINGS                    ","1",5629,112,NA,"B3","20 HAWKINS STREET"," ",10464,"2","                  -  ","2","51,932","1,272",1960,1,"B3"," $1,625,000 ","3/1/2016",1625000,1272,51932,0
"1317",2,"CITY ISLAND","02 TWO FAMILY DWELLINGS                    ","1",5629,243,NA,"B3","103 CAROLL STREET"," ",10464,"2","                  -  ","2","1,714","1,602",1960,1,"B3"," $419,000 ","10/18/2016",419000,1602,1714,0
"1319",2,"CITY ISLAND","02 TWO FAMILY DWELLINGS                    ","1",5632,40,NA,"B1","43 BAY STREET"," ",10464,"2","                  -  ","2","2,367","2,000",1963,1,"B1"," $485,000 ","8/19/2016",485000,2000,2367,0
"1320",2,"CITY ISLAND","02 TWO FAMILY DWELLINGS                    ","1",5632,108,NA,"B3","74 TIER STREET"," ",10464,"2","                  -  ","2","5,050","2,037",1945,1,"B3"," $460,000 ","7/28/2016",460000,2037,5050,0
"1322",2,"CITY ISLAND","02 TWO FAMILY DWELLINGS                    ","1",5636,13,NA,"S2","626 CITY ISLAND AVENUE"," ",10464,"2","1","3","7,800","2,100",1959,1,"S2"," $695,000 ","4/8/2016",695000,2100,7800,0
"1359",2,"CITY ISLAND-PELHAM STRIP","01 ONE FAMILY DWELLINGS                    ","1",5651,30,NA,"A1","22 SHORE ROAD"," ",10803,"1","                  -  ","1","25,951","4,350",1940,1,"A1"," $5,200,000 ","8/26/2016",5200000,4350,25951,0
"1360",2,"CITY ISLAND-PELHAM STRIP","01 ONE FAMILY DWELLINGS                    ","1",5651,69,NA,"A2","1450 ROOSEVELT AVENUE"," ",10803,"1","                  -  ","1","2,940","1,420",1955,1,"A2"," $736,000 ","10/18/2016",736000,1420,2940,0
"1361",2,"CITY ISLAND-PELHAM STRIP","01 ONE FAMILY DWELLINGS                    ","1",5652,75,NA,"A2","151 PARK DRIVE"," ",10803,"1","                  -  ","1","12,500","2,200",1940,1,"A2"," $835,000 ","2/22/2016",835000,2200,12500,0
"1362",2,"CITY ISLAND-PELHAM STRIP","01 ONE FAMILY DWELLINGS                    ","1",5652,222,NA,"A1","11 PARK DRIVE"," ",10803,"1","                  -  ","1","17,250","3,350",1975,1,"A1"," $1,185,000 ","6/9/2016",1185000,3350,17250,0
"1366",2,"CO-OP CITY","01 ONE FAMILY DWELLINGS                    ","1",5245,16,NA,"A2","3325 DELAVALL AVENUE"," ",10475,"1","                  -  ","1","4,375","1,152",1925,1,"A2"," $430,000 ","11/29/2016",430000,1152,4375,0
"1370",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5316,39,NA,"A5","1113 ELLSWORTH AVENUE"," ",10465,"1","                  -  ","1","2,470","1,890",1960,1,"A5"," $400,000 ","1/26/2017",4e+05,1890,2470,0
"1371",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5319,22,NA,"A5","1172 FAIRFAX AVENUE"," ",10465,"1","                  -  ","1","1,710","1,296",1950,1,"A5"," $435,000 ","7/13/2016",435000,1296,1710,0
"1374",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5324,5,NA,"A1","3189 FAIRMOUNT AVENUE"," ",10465,"1","                  -  ","1","2,500","1,696",1920,1,"A1"," $530,000 ","12/29/2016",530000,1696,2500,0
"1375",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5326,15,NA,"A1","1114 WILCOX AVENUE"," ",10465,"1","                  -  ","1","2,375","2,852",1920,1,"A1"," $590,000 ","11/22/2016",590000,2852,2375,0
"1376",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5406,71,NA,"A1","3176 RAWLINS AVE"," ",10465,"1","                  -  ","1","2,125","1,338",1925,1,"A1"," $535,000 ","1/12/2017",535000,1338,2125,0
"1377",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5406,71,NA,"A1","3176 RAWLINS AVENUE"," ",10465,"1","                  -  ","1","2,125","1,338",1925,1,"A1"," $250,000 ","5/17/2016",250000,1338,2125,0
"1378",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5406,142,NA,"A1","3250 RAWLINS AVENUE"," ",10465,"1","                  -  ","1","4,157","1,976",2007,1,"A1"," $845,000 ","5/10/2016",845000,1976,4157,0
"1380",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5406,223,NA,"A1","3175 WATERBURY AVENUE"," ",10465,"1","                  -  ","1","3,230","1,683",1940,1,"A1"," $510,000 ","10/20/2016",510000,1683,3230,0
"1381",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5408,13,NA,"A5","1386 KEARNEY AVE"," ",10465,"1","                  -  ","1","2,780","1,787",1965,1,"A5"," $560,000 ","10/26/2016",560000,1787,2780,0
"1382",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5408,45,NA,"A1","3222 COUNTRY CLUB ROAD"," ",10465,"1","                  -  ","1","2,344","1,472",1925,1,"A1"," $550,000 ","12/15/2016",550000,1472,2344,0
"1383",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5408,118,NA,"A1","3253 RAWLINS AVENUE"," ",10465,"1","                  -  ","1","3,973","1,100",1940,1,"A1"," $190,000 ","9/9/2016",190000,1100,3973,0
"1386",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5408,268,NA,"A1","3171 PARSIFAL PLACE"," ",10465,"1","                  -  ","1","2,113","1,920",1940,1,"A1"," $334,000 ","1/4/2017",334000,1920,2113,0
"1387",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5408,273,NA,"A1","3181 PARSIFAL PLACE"," ",10465,"1","                  -  ","1","2,120","1,984",1940,1,"A1"," $447,500 ","11/18/2016",447500,1984,2120,0
"1388",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5408,289,NA,"A1","3184 PARSIFAL PLACE"," ",10465,"1","                  -  ","1","2,184","1,280",1925,1,"A1"," $465,000 ","2/29/2016",465000,1280,2184,0
"1389",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5408,295,NA,"A1","3172 PARSIFAL PLACE"," ",10465,"1","                  -  ","1","2,177","1,280",1925,1,"A1"," $482,000 ","7/29/2016",482000,1280,2177,0
"1391",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5409,322,NA,"A2","3303 AGAR PLACE"," ",10465,"1","                  -  ","1","7,258","1,486",1955,1,"A2"," $735,000 ","11/2/2016",735000,1486,7258,0
"1392",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5409,438,NA,"A1","3391-01 COUNTRY CLUB ROAD"," ",10465,"1","                  -  ","1","4,180","2,500",1987,1,"A1"," $860,000 ","12/7/2016",860000,2500,4180,0
"1393",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5409,515,NA,"A5","1424 REED PLACE"," ",10465,"1","                  -  ","1","2,007","1,776",1965,1,"A5"," $546,500 ","9/13/2016",546500,1776,2007,0
"1394",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5409,606,NA,"A1","1364 STADIUM AVE"," ",10465,"1","                  -  ","1","3,798","2,445",1950,1,"A1"," $550,000 ","8/19/2016",550000,2445,3798,0
"1397",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5411,129,NA,"A1","3131 COUNTRY CLUB ROAD"," ",10465,"1","                  -  ","1","4,280","1,494",1925,1,"A1"," $545,000 ","8/19/2016",545000,1494,4280,0
"1399",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5412,145,NA,"A5","3206 AMPERE AVENUE"," ",10465,"1","                  -  ","1","2,300","1,732",1950,1,"A5"," $490,000 ","2/17/2016",490000,1732,2300,0
"1400",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5412,150,NA,"A1","3214 AMPERE AVE"," ",10465,"1","                  -  ","1","3,300","1,732",1950,1,"A1"," $525,000 ","4/7/2016",525000,1732,3300,0
"1402",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5413,51,NA,"A1","3260 MIDDLETOWN ROAD"," ",10465,"1","                  -  ","1","4,215","3,402",1989,1,"A1"," $700,000 ","12/14/2016",7e+05,3402,4215,0
"1403",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5413,141,NA,"A5","1607 STADIUM AVENUE"," ",10465,"1","                  -  ","1","2,500","1,683",1960,1,"A5"," $500,000 ","8/12/2016",5e+05,1683,2500,0
"1404",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5413,148,NA,"A5","3205 AMPERE AVE"," ",10465,"1","                  -  ","1","2,450","1,632",1960,1,"A5"," $300,000 ","5/6/2016",3e+05,1632,2450,0
"1406",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5415,10,NA,"A5","1530 STADIUM AVENUE"," ",10465,"1","                  -  ","1","2,500","1,836",1975,1,"A5"," $510,000 ","6/22/2016",510000,1836,2500,0
"1408",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5416,18,NA,"A5","3220 WATT AVENUE"," ",10465,"1","                  -  ","1","2,666","1,592",1950,1,"A5"," $535,000 ","9/9/2016",535000,1592,2666,0
"1409",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5416,37,NA,"A9","1627 RESEARCH AVENUE"," ",10465,"1","                  -  ","1","2,500","1,210",1940,1,"A9"," $437,000 ","8/1/2016",437000,1210,2500,0
"1410",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5416,154,NA,"A5","1643 BAYVIEW AVENUE"," ",10465,"1","                  -  ","1","2,500","1,636",1950,1,"A5"," $485,706 ","11/23/2016",485706,1636,2500,0
"1411",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5416,164,NA,"A5","1619 BAY VIEW AVENUE"," ",10465,"1","                  -  ","1","2,358","1,944",1960,1,"A5"," $485,000 ","9/23/2016",485000,1944,2358,0
"1412",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5417,136,NA,"A2","1618 BAY VIEW AVENUE"," ",10465,"1","                  -  ","1","2,500","1,724",1920,1,"A2"," $262,500 ","5/26/2016",262500,1724,2500,0
"1414",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5417,172,NA,"A5","1655A BAY SHORE AVENUE"," ",10465,"1","                  -  ","1","2,500","1,836",1955,1,"A5"," $510,000 ","8/12/2016",510000,1836,2500,0
"1416",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5417,199,NA,"A2","1604 BAYVIEW AVENUE"," ",10465,"1","                  -  ","1","2,450","1,944",1950,1,"A2"," $401,700 ","11/22/2016",401700,1944,2450,0
"1417",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5459,15,NA,"A5","1035 VINCENT AVENUE"," ",10465,"1","                  -  ","1","1,706","1,636",1955,1,"A5"," $430,000 ","10/21/2016",430000,1636,1706,0
"1419",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5460,42,NA,"A5","1018 VINCENT AVENUE"," ",10465,"1","                  -  ","1","1,710","1,683",1965,1,"A5"," $447,500 ","3/8/2016",447500,1683,1710,0
"1420",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5462,14,NA,"A5","927 VINCENT AVENUE"," ",10465,"1","                  -  ","1","2,379","1,836",1960,1,"A5"," $295,000 ","4/14/2016",295000,1836,2379,0
"1421",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5462,16,NA,"A5","923 VINCENT AVENUE"," ",10465,"1","                  -  ","1","2,381","1,836",1960,1,"A5"," $425,000 ","3/14/2016",425000,1836,2381,0
"1423",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5464,10,NA,"A5","3244 LAYTON AVENUE"," ",10465,"1","                  -  ","1","2,592","1,674",1950,1,"A5"," $456,750 ","4/4/2016",456750,1674,2592,0
"1424",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5464,32,NA,"A2","3251A BARKLEY AVENUE"," ",10465,"1","                  -  ","1","849","570",1920,1,"A2"," $155,000 ","6/13/2016",155000,570,849,0
"1425",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5465,46,NA,"A5","1016 CLARENCE AVENUE"," ",10465,"1","                  -  ","1","1,706","1,692",1950,1,"A5"," $410,000 ","6/24/2016",410000,1692,1706,0
"1426",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5466,21,NA,"A5","1477 SHORE DRIVE"," ",10465,"1","                  -  ","1","2,680","1,332",1960,1,"A5"," $362,000 ","1/17/2017",362000,1332,2680,0
"1427",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5466,32,NA,"A2","1457 SHORE DRIVE"," ",10465,"1","                  -  ","1","2,250","855",1925,1,"A2"," $345,000 ","2/9/2016",345000,855,2250,0
"1428",2,"COUNTRY CLUB","01 ONE FAMILY DWELLINGS                    ","1",5466,34,NA,"A5","1453 SHORE DRIVE"," ",10465,"1","                  -  ","1","2,250","1,292",1960,1,"A5"," $445,000 ","12/20/2016",445000,1292,2250,0
