"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"990",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4527,41,NA,"C0","1290 ARNOW AVENUE"," ",10469,"3","                  -  ","3","2,500","2,168",1925,1,"C0"," $465,000 ","9/28/2016",465000,2168,2500,0
"994",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4544,14,NA,"C0","3018 BARKER AVENUE"," ",10467,"3","                  -  ","3","1,780","3,400",1987,1,"C0"," $565,000 ","6/3/2016",565000,3400,1780,0
"996",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4563,133,NA,"C0","2948 THROOP AVENUE"," ",10469,"3","                  -  ","3","2,653","4,444",2005,1,"C0"," $370,110 ","8/15/2016",370110,4444,2653,0
"997",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4565,53,NA,"C0","1361 ARNOW AVENUE"," ",10469,"3","                  -  ","3","2,500","1,796",1940,1,"C0"," $424,000 ","10/13/2016",424000,1796,2500,0
"998",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4570,2,NA,"C0","767 ADEE AVENUE"," ",10467,"3","                  -  ","3","3,421","2,344",1930,1,"C0"," $242,100 ","9/7/2016",242100,2344,3421,0
"999",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4587,31,NA,"C0","1310 ADEE AVENUE"," ",10469,"3","                  -  ","3","2,500","3,717",1940,1,"C0"," $635,000 ","3/4/2016",635000,3717,2500,0
"1003",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4595,13,NA,"C0","3236 OLINVILLE AVENUE"," ",10467,"3","                  -  ","3","2,569","2,950",1970,1,"C0"," $522,500 ","8/19/2016",522500,2950,2569,0
"1004",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4595,21,NA,"C0","3254 OLINVILLE AVE"," ",10467,"3","                  -  ","3","2,000","3,300",2006,1,"C0"," $525,550 ","6/14/2016",525550,3300,2000,0
"1005",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4595,22,NA,"C0","3256 OLINVILLE AVENUE"," ",10467,"3","                  -  ","3","2,000","3,300",2006,1,"C0"," $503,958 ","6/28/2016",503958,3300,2000,0
"1006",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4596,53,NA,"C0","3211 CRUGER AVENUE"," ",10467,"3","                  -  ","3","2,500","3,000",1901,1,"C0"," $549,000 ","3/24/2016",549000,3000,2500,0
"1007",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4608,12,NA,"C0","3214 BRONXWOOD AVENUE"," ",10469,"3","                  -  ","3","3,000","3,000",1910,1,"C0"," $650,000 ","8/2/2016",650000,3000,3000,0
"1010",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4610,117,NA,"C0","3218 COLDEN AVENUE"," ",10469,"3","                  -  ","3","2,130","3,080",1915,1,"C0"," $320,000 ","6/15/2016",320000,3080,2130,0
"1012",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4616,28,NA,"C0","3238 HERING AVENUE"," ",10469,"3","                  -  ","3","5,000","2,385",1925,1,"C0"," $470,000 ","7/15/2016",470000,2385,5000,0
"1014",2,"BRONXDALE","03 THREE FAMILY DWELLINGS                  ","1",4631,8,NA,"C0","759 BARTHOLDI STREET"," ",10467,"3","                  -  ","3","2,375","3,440",1910,1,"C0"," $650,000 ","1/6/2017",650000,3440,2375,0
"1090",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3507,41,NA,"A5","453 OLMSTEAD AVENUE"," ",10473,"1","                  -  ","1","1,980","1,594",1965,1,"A5"," $373,000 ","9/26/2016",373000,1594,1980,0
"1091",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3507,154,NA,"A5","419 OLMSTEAD AVENUE"," ",10473,"1","                  -  ","1","1,943","1,594",1965,1,"A5"," $327,500 ","9/6/2016",327500,1594,1943,0
"1092",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3508,12,NA,"A5","418 OLMSTEAD AVENUE"," ",10473,"1","                  -  ","1","1,903","1,594",1960,1,"A5"," $375,000 ","3/29/2016",375000,1594,1903,0
"1093",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3509,50,NA,"A5","423 HOWE AVENUE"," ",10473,"1","                  -  ","1","1,949","1,594",1965,1,"A5"," $283,000 ","10/3/2016",283000,1594,1949,0
"1094",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3509,59,NA,"A2","407 HOWE AVENUE"," ",10473,"1","                  -  ","1","3,564","945",1958,1,"A2"," $375,000 ","6/30/2016",375000,945,3564,0
"1095",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3510,5,NA,"A5","400 HOWE AVENUE"," ",10473,"1","                  -  ","1","3,358","1,980",1965,1,"A5"," $466,233 ","2/29/2016",466233,1980,3358,0
"1096",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3511,43,NA,"A5","447 TURNEUR AVENUE"," ",10473,"1","                  -  ","1","1,949","1,594",1960,1,"A5"," $240,000 ","8/25/2016",240000,1594,1949,0
"1097",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3511,43,NA,"A5","447 TURNEUR"," ",10473,"1","                  -  ","1","1,949","1,594",1960,1,"A5"," $419,000 ","12/22/2016",419000,1594,1949,0
"1098",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3512,42,NA,"A2","439 EFFINGHAM AVE"," ",10473,"1","                  -  ","1","2,706","576",1930,1,"A2"," $114,000 ","7/6/2016",114000,576,2706,0
"1099",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3512,76,NA,"A5","2270 LACOMBE AVE"," ",10473,"1","                  -  ","1","2,758","1,538",1960,1,"A5"," $355,000 ","11/22/2016",355000,1538,2758,0
"1100",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3528,7,NA,"A1","500 WHITE PLAINS ROAD"," ",10473,"1","                  -  ","1","3,850","1,264",1930,1,"A1"," $220,000 ","12/9/2016",220000,1264,3850,0
"1102",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3575,24,NA,"A5","2217 CINCINNATUS AVENUE"," ",10473,"1","                  -  ","1","1,800","1,842",1960,1,"A5"," $275,000 ","8/19/2016",275000,1842,1800,0
"1103",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3608,63,NA,"A2","2057 HOMER AVENUE"," ",10473,"1","                  -  ","1","2,250","1,540",1960,1,"A2"," $400,000 ","7/27/2016",4e+05,1540,2250,0
"1104",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3608,64,NA,"A2","2055 HOMER AVENUE"," ",10473,"1","                  -  ","1","2,250","1,540",1960,1,"A2"," $365,000 ","10/26/2016",365000,1540,2250,0
"1105",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3610,49,NA,"A1","2140 HOMER AVENUE"," ",10473,"1","                  -  ","1","3,742","1,344",1940,1,"A1"," $459,000 ","11/16/2016",459000,1344,3742,0
"1106",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3613,15,NA,"A1","2237 SEWARD AVENUE"," ",10473,"1","                  -  ","1","2,500","1,674",1915,1,"A1"," $415,000 ","6/28/2016",415000,1674,2500,0
"1107",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3678,44,NA,"A1","2063 LAFAYETTE AVENUE"," ",10473,"1","                  -  ","1","4,000","1,584",1955,1,"A1"," $376,000 ","3/18/2016",376000,1584,4000,0
"1108",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3679,41,NA,"A1","843 OLMSTEAD AVENUE"," ",10473,"1","                  -  ","1","3,996","1,444",1935,1,"A1"," $400,000 ","1/17/2017",4e+05,1444,3996,0
"1110",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3680,15,NA,"A5","2016 STORY AVENUE"," ",10473,"1","                  -  ","1","3,100","1,860",1987,1,"A5"," $435,000 ","9/23/2016",435000,1860,3100,0
"1111",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3686,53,NA,"A1","2149 HERMANY AVENUE"," ",10473,"1","                  -  ","1","2,575","1,200",1935,1,"A1"," $430,000 ","6/28/2016",430000,1200,2575,0
"1112",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3690,14,NA,"A1","2216 TURNBULL AVE"," ",10473,"1","                  -  ","1","3,000","1,356",1930,1,"A1"," $200,000 ","1/5/2017",2e+05,1356,3000,0
"1113",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3690,22,NA,"A1","2236 TURNBULL AVENUE"," ",10473,"1","                  -  ","1","3,000","1,550",1930,1,"A1"," $385,000 ","1/31/2017",385000,1550,3000,0
"1114",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3691,74,NA,"A1","2209 TURNBULL AVENUE"," ",10473,"1","                  -  ","1","3,107","1,900",1955,1,"A1"," $390,000 ","10/28/2016",390000,1900,3107,0
"1115",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3692,32,NA,"A1","2256 STORY AVENUE"," ",10473,"1","                  -  ","1","2,927","2,400",1925,1,"A1"," $475,000 ","10/24/2016",475000,2400,2927,0
"1116",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3694,13,NA,"A1","2218 BRUCKNER BOULEVARD"," ",10473,"1","                  -  ","1","4,120","1,990",1925,1,"A1"," $465,000 ","8/25/2016",465000,1990,4120,0
"1117",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3694,69,NA,"A1","2223 QUIMBY AVENUE"," ",10473,"1","                  -  ","1","5,150","1,960",1925,1,"A1"," $400,000 ","8/16/2016",4e+05,1960,5150,0
"1118",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3698,68,NA,"A1","2335 HERMANY AVENUE"," ",10473,"1","                  -  ","1","3,425","1,620",1910,1,"A1"," $261,250 ","3/28/2016",261250,1620,3425,0
"1119",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3791,37,NA,"A5","1986A POWELL AVENUE"," ",10472,"1","                  -  ","1","2,627","1,714",1955,1,"A5"," $430,950 ","8/18/2016",430950,1714,2627,0
"1120",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3792,72,NA,"A1","1951 POWELL AVENUE"," ",10472,"1","                  -  ","1","2,060","1,344",1940,1,"A1"," $402,900 ","3/25/2016",402900,1344,2060,0
"1122",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3800,16,NA,"A5","2018 HAVILAND AVENUE"," ",10472,"1","                  -  ","1","1,751","1,088",1950,1,"A5"," $365,000 ","11/30/2016",365000,1088,1751,0
"1123",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3800,177,NA,"A5","2025 WATSON AVENUE"," ",10472,"1","                  -  ","1","1,854","1,714",1955,1,"A5"," $355,000 ","3/22/2016",355000,1714,1854,0
"1124",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3807,4,NA,"A5","1038 OLMSTEAD AVE"," ",10472,"1","                  -  ","1","1,638","1,152",1950,1,"A5"," $365,000 ","4/26/2016",365000,1152,1638,0
"1125",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3808,4,NA,"A1","1068 OLMSTEAD AVENUE"," ",10472,"1","                  -  ","1","4,292","1,180",1901,1,"A1"," $415,000 ","5/23/2016",415000,1180,4292,0
"1126",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3809,3,NA,"A5","1104 OLMSTEAD AVENUE"," ",10472,"1","                  -  ","1","1,820","1,645",1935,1,"A5"," $155,000 ","5/9/2016",155000,1645,1820,0
"1127",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3810,22,NA,"A5","2114 CROSS BRONX EXPRESSW"," ",10472,"1","                  -  ","1","1,602","1,633",1950,1,"A5"," $355,000 ","9/7/2016",355000,1633,1602,0
"1129",2,"CASTLE HILL/UNIONPORT","01 ONE FAMILY DWELLINGS                    ","1",3816,76,NA,"A1","2217 CHATTERTON AVENUE"," ",10472,"1","                  -  ","1","2,575","1,712",1920,1,"A1"," $390,000 ","1/12/2017",390000,1712,2575,0
"1130",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3483,20,NA,"B2","303 CASTLE HILL AVENUE"," ",10473,"2","                  -  ","2","2,522","1,902",2000,1,"B2"," $471,594 ","10/20/2016",471594,1902,2522,0
"1131",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3483,105,NA,"B2","210 HOWE AVENUE"," ",10473,"2","                  -  ","2","3,987","1,902",2001,1,"B2"," $510,000 ","10/28/2016",510000,1902,3987,0
"1132",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3483,105,NA,"B2","210 HOWE AVENUE"," ",10473,"2","                  -  ","2","3,987","1,902",2001,1,"B2"," $336,000 ","8/26/2016",336000,1902,3987,0
"1133",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3483,109,NA,"B2","218 HOWE AVENUE"," ",10473,"2","                  -  ","2","3,987","1,902",2001,1,"B2"," $347,823 ","8/29/2016",347823,1902,3987,0
"1148",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3508,46,NA,"B1","441 TORRY AVENUE"," ",10473,"2","                  -  ","2","2,237","2,314",1965,1,"B1"," $570,000 ","11/29/2016",570000,2314,2237,0
"1149",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3508,46,NA,"B1","441 TORRY AVENUE"," ",10473,"2","                  -  ","2","2,237","2,314",1965,1,"B1"," $220,000 ","3/30/2016",220000,2314,2237,0
"1150",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3509,44,NA,"B3","437 HOWE AVENUE"," ",10473,"2","                  -  ","2","2,727","1,630",1965,1,"B3"," $749,112 ","8/23/2016",749112,1630,2727,0
"1151",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3510,41,NA,"B1","453 CASTLE HILL AVENUE"," ",10473,"2","                  -  ","2","2,167","2,650",1970,1,"B1"," $515,000 ","5/27/2016",515000,2650,2167,0
"1152",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3511,20,NA,"B1","430 CASTLE HILL AVENUE"," ",10473,"2","                  -  ","2","2,968","2,073",1965,1,"B1"," $440,000 ","12/23/2016",440000,2073,2968,0
"1153",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3512,9,NA,"B3","416 TURNEUR AVENUE"," ",10473,"2","                  -  ","2","6,387","1,672",1950,1,"B3"," $565,000 ","11/4/2016",565000,1672,6387,0
"1154",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3512,92,NA,"B1","433B ZEREGA AVE","B1",10473,"2","                  -  ","2","1,844","1,848",2003,1,"B1"," $550,000 ","7/11/2016",550000,1848,1844,0
"1155",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3528,9,NA,"B3","506 WHITE PLAINS ROAD"," ",10473,"2","                  -  ","2","3,000","1,245",1930,1,"B3"," $399,000 ","12/12/2016",399000,1245,3000,0
"1156",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3531,108,NA,"B2","2071 LACOMBE AVENUE"," ",10473,"2","                  -  ","2","2,800","1,920",1987,1,"B2"," $460,000 ","6/22/2016",460000,1920,2800,0
"1157",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3531,147,NA,"B2","512 PUGSLEY AVENUE"," ",10473,"2","                  -  ","2","1,840","2,325",1987,1,"B2"," $470,000 ","8/16/2016",470000,2325,1840,0
"1159",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3575,4,NA,"B3","2269 CINCINNATUS AVENUE"," ",10473,"2","                  -  ","2","1,925","1,330",1935,1,"B3"," $224,000 ","6/13/2016",224000,1330,1925,0
"1160",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3575,23,NA,"B1","2219 CINCINNATUS AVENUE"," ",10473,"2","                  -  ","2","2,842","2,810",1960,1,"B1"," $351,100 ","9/29/2016",351100,2810,2842,0
"1161",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3611,59,NA,"B2","2156 VIRGIL PLACE"," ",10473,"2","                  -  ","2","2,040","1,944",1960,1,"B2"," $380,000 ","4/25/2016",380000,1944,2040,0
"1162",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3614,51,NA,"B3","2246 VIRGIL PLACE"," ",10473,"2","                  -  ","2","2,250","1,674",1915,1,"B3"," $405,000 ","11/2/2016",405000,1674,2250,0
"1163",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3614,52,NA,"B2","2256 VIRGIL PLACE"," ",10473,"2","                  -  ","2","2,408","1,620",1965,1,"B2"," $360,000 ","10/28/2016",360000,1620,2408,0
"1164",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3679,70,NA,"B3","2019 TURNBULL AVENUE"," ",10473,"2","                  -  ","2","2,060","2,000",1940,1,"B3"," $380,000 ","7/12/2016",380000,2000,2060,0
"1165",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3681,42,NA,"B2","917 OLMSTEAD AVENUE"," ",10473,"2","                  -  ","2","4,283","1,980",1920,1,"B2"," $362,000 ","10/13/2016",362000,1980,4283,0
"1169",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3687,7,NA,"B3","924 OLMSTEAD AVENUE"," ",10473,"2","                  -  ","2","2,250","2,206",1965,1,"B3"," $315,000 ","3/18/2016",315000,2206,2250,0
"1171",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3688,52,NA,"S2","937 CASTLE HILL AVENUE"," ",10473,"2","1","3","1,257","3,360",1915,1,"S2"," $500,000 ","8/3/2016",5e+05,3360,1257,0
"1172",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3691,1,NA,"B3","2203 TURNBULL AVENUE"," ",10473,"2","                  -  ","2","3,439","2,126",1955,1,"B3"," $385,000 ","2/1/2016",385000,2126,3439,0
"1173",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3691,20,NA,"B2","2230 HERMANY AVENUE"," ",10473,"2","                  -  ","2","3,400","2,580",1915,1,"B2"," $375,000 ","6/15/2016",375000,2580,3400,0
"1175",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3693,23,NA,"B3","2234 QUIMBY AVENUE"," ",10473,"2","                  -  ","2","2,575","2,150",1915,1,"B3"," $346,700 ","2/18/2016",346700,2150,2575,0
"1177",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3694,24,NA,"B3","2234 BRUCKNER BLVD"," ",10473,"2","                  -  ","2","2,575","1,385",1925,1,"B3"," $470,000 ","6/17/2016",470000,1385,2575,0
"1182",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3700,2,NA,"B1","932 HAVEMEYER AVENUE"," ",10473,"2","                  -  ","2","2,314","2,434",1910,1,"B1"," $440,000 ","9/12/2016",440000,2434,2314,0
"1183",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3700,7,NA,"B1","940 HAVEMEYER AVENUE"," ",10473,"2","                  -  ","2","2,338","2,434",1910,1,"B1"," $375,000 ","10/3/2016",375000,2434,2338,0
"1185",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3733,24,NA,"B1","1064 WHITE PLAINS RD"," ",10472,"2","                  -  ","2","5,525","1,900",1920,1,"B1"," $425,000 ","8/3/2016",425000,1900,5525,0
"1188",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3759,64,NA,"B1","1127 VIRGINIA AVENUE"," ",10472,"2","                  -  ","2","2,559","3,070",1920,1,"B1"," $505,000 ","2/5/2016",505000,3070,2559,0
"1193",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3791,75,NA,"B1","1949 HAVILAND AVENUE"," ",10472,"2","                  -  ","2","2,678","1,246",1935,1,"B1"," $392,000 ","8/3/2016",392000,1246,2678,0
"1195",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3792,23,NA,"B1","1962 GLEASON AVE"," ",10472,"2","                  -  ","2","2,678","2,500",1940,1,"B1"," $477,000 ","2/8/2016",477000,2500,2678,0
"1196",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3792,27,NA,"B1","1970 GLEASON AVENUE"," ",10472,"2","                  -  ","2","2,300","1,890",1960,1,"B1"," $279,864 ","5/6/2016",279864,1890,2300,0
"1197",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3792,53,NA,"B1","1989 POWELL AVENUE"," ",10472,"2","                  -  ","2","2,549","2,040",1930,1,"B1"," $530,000 ","4/28/2016",530000,2040,2549,0
"1200",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3794,44,NA,"B1","1964 CROSS BRONX EP SR S"," ",10472,"2","                  -  ","2","1,785","3,285",1930,1,"B1"," $539,000 ","1/12/2017",539000,3285,1785,0
"1201",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3794,87,NA,"B1","1935 ELLIS AVENUE"," ",10472,"2","                  -  ","2","3,399","2,750",1940,1,"B1"," $355,000 ","8/2/2016",355000,2750,3399,0
"1202",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3797,30,NA,"B1","2046 CHATTERTON AVE"," ",10472,"2","                  -  ","2","3,090","3,366",1960,1,"B1"," $455,000 ","10/4/2016",455000,3366,3090,0
"1204",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3800,70,NA,"B2","2041 WATSON AVENUE"," ",10472,"2","                  -  ","2","2,575","2,620",1930,1,"B2"," $450,000 ","2/26/2016",450000,2620,2575,0
"1205",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3802,68,NA,"B2","2035 POWELL AVENUE"," ",10472,"2","                  -  ","2","2,575","2,160",1925,1,"B2"," $535,000 ","11/9/2016",535000,2160,2575,0
"1206",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3802,73,NA,"B2","2027 POWELL AVE"," ",10472,"2","                  -  ","2","2,575","2,392",1925,1,"B2"," $600,000 ","12/28/2016",6e+05,2392,2575,0
"1210",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3809,68,NA,"B1","2133 WATSON AVENUE"," ",10472,"2","                  -  ","2","2,549","2,320",1930,1,"B1"," $500,000 ","11/17/2016",5e+05,2320,2549,0
"1212",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3815,21,NA,"B1","2226 CHATTERTON AVENUE"," ",10472,"2","                  -  ","2","2,575","2,200",1930,1,"B1"," $595,000 ","7/21/2016",595000,2200,2575,0
"1213",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3815,63,NA,"B1","2255 BRUCKNER BLVD"," ",10472,"2","                  -  ","2","2,635","2,400",1930,1,"B1"," $425,000 ","10/13/2016",425000,2400,2635,0
"1214",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3815,76,NA,"B2","2225 BRUCKNER BOULEVARD"," ",10472,"2","                  -  ","2","4,041","2,304",1910,1,"B2"," $405,000 ","2/18/2016",405000,2304,4041,0
"1215",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3507,16,NA,"C0","430 SCREVIN AVENUE"," ",10473,"3","                  -  ","3","2,200","2,720",1965,1,"C0"," $525,000 ","8/25/2016",525000,2720,2200,0
"1218",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3510,47,NA,"C0","439 CASTLE HILL AVENUE"," ",10473,"3","                  -  ","3","2,167","2,650",1970,1,"C0"," $399,000 ","4/22/2016",399000,2650,2167,0
"1219",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3511,9,NA,"C0","406 CASTLE HILL AVENUE"," ",10473,"3","                  -  ","3","2,380","3,432",1988,1,"C0"," $615,000 ","8/29/2016",615000,3432,2380,0
"1220",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3511,29,NA,"C0","446 CASTLE HILL AVENUE"," ",10473,"3","                  -  ","3","2,968","2,073",1965,1,"C0"," $525,000 ","5/26/2016",525000,2073,2968,0
"1221",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3575,21,NA,"C0","2227 CINCINNATUS AVENUE"," ",10473,"3","                  -  ","3","2,500","3,060",2006,1,"C0"," $335,000 ","10/5/2016",335000,3060,2500,0
"1222",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,38,NA,"C0","2114 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,693","3,600",1930,1,"C0"," $585,000 ","11/22/2016",585000,3600,2693,0
"1223",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,41,NA,"C0","2120 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,588","3,600",1930,1,"C0"," $346,500 ","9/29/2016",346500,3600,2588,0
"1224",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,41,NA,"C0","2120 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,588","3,600",1930,1,"C0"," $498,000 ","11/1/2016",498000,3600,2588,0
"1226",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,43,NA,"C0","2124 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,588","3,600",1930,1,"C0"," $655,000 ","10/28/2016",655000,3600,2588,0
